"url","page_type","title","h1","meta_description","canonical","indexability","author","reviewer","date","category","primary_keyword","secondary_keywords","parent_page","child_pages","status","redirect_target"
"https://livingwitharthritis.org.uk/blog","blog","Arthritis Blog UK | Diet, Exercise & Pain Management Guides","Arthritis Advice: Evidence-Based Health Guides","Browse Living With Arthritis UK articles on pain, exercise, diet, mental health and daily life, with practical guidance and support.","https://livingwitharthritis.org.uk/blog","indexable","","","","","arthritis blog UK","joint pain advice|arthritis|anti-inflammatory diet UK|osteoarthritis exercises|arthritis help UK|joint pain diet|rheumatoid arthritis UK|swimming arthritis|yoga arthritis|turmeric arthritis|arthritis flare up","/","/blog/alcohol-arthritis-uk-guidance|/blog/anti-inflammatory-diet|/blog/anti-inflammatory-diet-rheumatoid-arthritis|/blog/anti-inflammatory-herbs-spices-arthritis|/blog/anti-inflammatory-shopping-list-uk|/blog/anti-inflammatory-smoothie-recipes|/blog/anxiety-arthritis-uk-guide|/blog/appeal-rejected-pip-arthritis|/blog/apprenticeships-and-arthritis-a-realistic-look|/blog/aquatic-therapy-arthritis-guide|/blog/arthritis-and-alcohol-uk|/blog/arthritis-and-cycling-uk|/blog/arthritis-and-diet-myths-uk|/blog/arthritis-and-gardening-uk|/blog/arthritis-and-mental-health-uk|/blog/arthritis-and-omega-3-fish-oil|/blog/arthritis-and-pets-uk|/blog/arthritis-and-pregnancy-uk|/blog/arthritis-and-sleep-problems|/blog/arthritis-and-travel-uk|/blog/arthritis-and-weight-loss-uk|/blog/arthritis-and-work-uk|/blog/arthritis-exercises-uk-clinical|/blog/arthritis-fatigue-management-uk|/blog/arthritis-flare-management|/blog/arthritis-flare-up-what-to-do|/blog/arthritis-friendly-recipes-uk|/blog/arthritis-in-older-adults|/blog/arthritis-in-young-adults|/blog/arthritis-in-young-people-uk|/blog/arthritis-meal-planning-uk|/blog/arthritis-medication-guide|/blog/arthritis-pain-management|/blog/arthritis-pain-relief-natural|/blog/arthritis-physiotherapy-nhs-waiting-list|/blog/arthritis-relationships-honest-conversations|/blog/arthritis-support-groups-glasgow|/blog/arthritis-support-groups-manchester|/blog/arthritis-support-groups-scotland|/blog/arthritis-support-groups-wales|/blog/arthritis-treatment-hub|/blog/assistive-devices-arthritis-uk|/blog/back-arthritis-exercises-uk|/blog/bedtime-routine-arthritis-relief|/blog/berries-antioxidants-inflammation|/blog/best-diet-for-joint-pain-uk|/blog/best-exercises-osteoarthritis-knee-pain-home|/blog/best-foods-to-eat-for-arthritis|/blog/best-plantar-fasciitis-shoes-women-uk|/blog/best-sleep-positions-joint-pain|/blog/best-supplement-for-knee-joint|/blog/best-supplements-arthritis-uk|/blog/best-supplements-joint-pain|/blog/best-walking-shoes-arthritis-uk|/blog/biologic-side-effects-infections-injections-and-monitoring|/blog/biologics-for-ra-a-realistic-year-one-roadmap|/blog/blue-badge-arthritis-scotland|/blog/building-strength-resilience-exercise-frailty-prevention|/blog/caregiver-burnout-in-arthritis-families-spot-it-early|/blog/caring-for-parent-with-arthritis|/blog/cbt-chronic-pain-arthritis|/blog/chair-yoga-elderly-arthritis-stiffness|/blog/circadian-rhythm-arthritis-inflammation|/blog/clinical-trials-for-arthritis-how-to-find-and-join-one|/blog/cold-weather-arthritis-uk-winter|/blog/core-strengthening-spinal-arthritis|/blog/cycling-with-arthritis|/blog/dating-with-arthritis-confidence|/blog/depression-arthritis-when-to-seek-help|/blog/desk-setup-arthritis-uk-workers|/blog/disability-rights-workplace-arthritis|/blog/dmards-explained-how-methotrexate-slows-rheumatoid-arthritis|/blog/driving-with-arthritis-uk|/blog/early-arthritis-intervention-uk|/blog/early-signs-gout-big-toe|/blog/exam-adjustments-for-students-with-arthritis|/blog/exercise-for-hip-arthritis|/blog/exercises-rheumatoid-arthritis-hands-wrists|/blog/expert-brief-12-week-hip-exercise-protocol|/blog/expert-brief-activity-safety-knee-arthritis|/blog/expert-brief-exercise-order-pain-relief|/blog/expert-brief-frozen-shoulder-vs-ra|/blog/expert-qa-are-steroid-tapers-always-necessary|/blog/expert-qa-choosing-a-career-friendly-to-arthritis|/blog/expert-qa-exercising-through-a-flare-up|/blog/expert-qa-how-do-i-know-if-surgery-is-right-for-me|/blog/expert-qa-how-to-ask-for-help-without-feeling-guilty|/blog/expert-qa-how-to-evaluate-a-clinical-trial-invitation|/blog/expert-qa-how-to-talk-to-your-gp-about-medication-worries|/blog/expert-qa-is-it-too-soon-for-joint-replacement|/blog/expert-qa-is-it-worth-paying-for-a-second-opinion|/blog/expert-qa-occupational-therapy-hand-pain|/blog/expert-qa-returning-to-work-after-a-bad-flare|/blog/expert-qa-should-i-apply-for-pip-if-my-arthritis-is-mild|/blog/expert-qa-should-you-start-dmards-at-diagnosis|/blog/expert-qa-spinal-injections-vs-exercise|/blog/expert-qa-track-progress-without-measuring|/blog/expert-qa-why-did-my-arthritis-come-back|/blog/expert-qa-will-my-children-inherit-my-arthritis|/blog/explain-juvenile-arthritis-school-teachers|/blog/fatty-fish-omega-3-arthritis-evidence|/blog/fibromyalgia-flare-ups-without-medication|/blog/flare-management-pain-spikes|/blog/flexible-working-arthritis-pacing|/blog/flying-with-arthritis-uk-airports|/blog/foods-to-avoid-with-arthritis|/blog/foot-and-ankle-arthritis-uk|/blog/free-arthritis-exercise-classes-england|/blog/free-arthritis-support-northern-ireland|/blog/gadgets-aids-arthritis-uk|/blog/gene-therapy-and-arthritis-where-are-we-in-2026|/blog/ginger-root-natural-anti-inflammatory|/blog/ginger-vs-turmeric-for-arthritis|/blog/glucosamine-vs-collagen|/blog/glute-bridges-hip-osteoarthritis-guide|/blog/gout-flare-up-diet-foods-avoid|/blog/gout-medication-uk|/blog/grants-for-adapting-your-home-with-arthritis|/blog/grip-strength-exercises-hand-oa|/blog/gut-health-arthritis-connection|/blog/gut-joint-connection-microbiome-arthritis|/blog/hand-exercises-for-arthritis|/blog/hip-arthritis-symptoms-uk|/blog/hip-pain-climbing-stairs-causes-relief|/blog/hip-replacement-arthritis-uk|/blog/hip-replacement-recovery-week-by-week|/blog/hobbies-arthritis-friendly-uk|/blog/hot-weather-arthritis-management|/blog/hotel-rooms-accessibility-arthritis|/blog/how-to-sleep-with-arthritis-uk|/blog/hydrotherapy-arthritis-uk|/blog/hydrotherapy-pools-uk|/blog/inflammatory-arthritis-guide|/blog/jak-inhibitors-the-next-wave-of-ra-treatment|/blog/joint-fusion-vs-replacement-how-surgeons-choose|/blog/joint-replacement-surgery|/blog/juvenile-arthritis-school-support-parents|/blog/juvenile-arthritis-uk|/blog/knee-arthritis-exercises-uk|/blog/knee-arthroscopy-for-osteoarthritis-helpful-or-hype|/blog/knee-exercises-for-arthritis|/blog/knee-replacement-arthritis-uk|/blog/longevity-habits-arthritis-patients|/blog/lower-back-stiffness-worse-after-sitting|/blog/manage-arthritis-pain-flare-ups-night|/blog/managing-arthritis-at-work|/blog/managing-arthritis-flare-ups-at-home|/blog/managing-methotrexate-side-effects-practical-tips|/blog/medication-management-travel-arthritis|/blog/mediterranean-diet-arthritis-14-day-plan|/blog/mediterranean-diet-shopping-list-arthritis|/blog/mindfulness-arthritis-beginners|/blog/mindfulness-chronic-pain-arthritis-guide|/blog/mindfulness-for-arthritis-pain|/blog/morning-knee-stiffness-30-minutes|/blog/morning-routine-multi-joint-arthritis|/blog/nhs-access-to-biologics-how-the-approval-pathway-works|/blog/nhs-rheumatologist-northern-ireland|/blog/nsaid-stomach-protection-when-you-need-a-ppi|/blog/nsaids-and-arthritis-benefits-risks-and-safer-use|/blog/nutrition-strategies-reduce-frailty-risk|/blog/oa-vs-ra-comparison|/blog/occupational-therapy-arthritis-uk|/blog/olive-oil-polyphenols-pain-management|/blog/omega-3-foods-for-joints|/blog/osteoarthritis-symptoms-uk|/blog/pacing-techniques-arthritis-pain|/blog/packing-list-arthritis-traveller|/blog/paracetamol-for-arthritis-pain-what-the-evidence-says|/blog/parenting-with-arthritis-hacks-for-babies-and-toddlers|/blog/pendulum-swings-wall-slides-shoulder|/blog/physiotherapy-arthritis|/blog/pip-fibromyalgia-denied-reapply|/blog/pip-fibromyalgia-uk-apply|/blog/pip-for-arthritis-how-to-build-a-strong-application|/blog/pip-for-arthritis-uk|/blog/pip-osteoarthritis-both-knees|/blog/pregnancy-and-arthritis-what-uk-guidelines-recommend|/blog/prehabilitation-how-pre-op-exercise-speeds-recovery|/blog/prescription-costs-and-arthritis-nhs-prepayment-certificates|/blog/preventing-falls-guide-frail-adults|/blog/preventing-knee-osteoarthritis-uk|/blog/private-rheumatology-in-the-uk-when-its-worth-considering|/blog/psoriatic-vs-rheumatoid-arthritis|/blog/reasonable-adjustments-that-actually-help|/blog/relationships-chronic-pain-arthritis|/blog/resistance-training-arthritis-longevity|/blog/rheumatoid-arthritis-diet-uk|/blog/rheumatology-waiting-times-uk|/blog/sarcopenia-muscle-loss-how-to-combat|/blog/school-run-survival-for-parents-with-arthritis|/blog/seasonal-affective-disorder-arthritis|/blog/seasonal-arthritis-guide-uk|/blog/should-you-tell-your-employer-about-your-arthritis|/blog/shoulder-arthritis-exercises-uk|/blog/shoulder-arthroscopy-and-arthritis-what-it-can-and-cant-fix|/blog/shoulder-pain-reaching-ra-vs-oa|/blog/signs-rheumatoid-arthritis-early-stages|/blog/sleep-quality-arthritis-pain|/blog/spinal-arthritis-back-pain-uk|/blog/standing-desk-arthritis-pros-cons|/blog/staying-active-arthritis-winter-uk|/blog/steroid-injections-vs-oral-steroids-when-each-makes-sense|/blog/stopping-arthritis-medication-safely-a-step-by-step-guide|/blog/straight-leg-raises-knee-osteoarthritis|/blog/strength-training-arthritis-beginners|/blog/strength-training-on-biologics-is-it-safe|/blog/support-friend-diagnosed-lupus|/blog/supporting-a-partner-with-arthritis-a-practical-handbook|/blog/swimming-exercises-hip-osteoarthritis|/blog/swimming-for-arthritis|/blog/swimming-full-body-arthritis|/blog/tai-chi-arthritis-joint-pain|/blog/tai-chi-for-arthritis-uk|/blog/talk-employer-rheumatoid-arthritis-work|/blog/talking-to-children-about-your-arthritis|/blog/tapering-biologics-what-the-latest-trials-show|/blog/tens-machines-arthritis-uk|/blog/thumb-base-pain-early-hand-arthritis|/blog/topical-nsaids-often-overlooked-often-effective|/blog/total-knee-replacement-a-uk-patients-guide-for-2026|/blog/travelling-with-arthritis-uk|/blog/turmeric-curcumin-arthritis-evidence|/blog/turmeric-for-arthritis|/blog/understanding-frailty-older-adults|/blog/universal-credit-and-arthritis-limited-capability-for-work|/blog/university-with-arthritis-disability-support-and-dsa|/blog/vitamin-d-arthritis-uk|/blog/walking-30-minutes-a-day-while-on-dmards-a-practical-plan|/blog/walking-aids-arthritis-uk|/blog/weight-management-arthritis-evidence|/blog/what-sustained-remission-means-in-ra|/blog/why-exercise-makes-your-arthritis-medication-work-better|/blog/working-with-arthritis-uk-rights|/blog/yoga-ankylosing-spondylitis-stiffness|/blog/yoga-for-arthritis|/blog/yoga-for-arthritis-beginners|/blog/your-workplace-rights-with-arthritis-the-equality-act-2010","indexable",""
"https://livingwitharthritis.org.uk/library","library","Health Library | Living With Arthritis UK","Health Library","Plain-English library of conditions, medications, supplements and treatments related to arthritis and joint health. Search 65+ clinician-reviewed topics.","https://livingwitharthritis.org.uk/library","indexable","","","","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/blog-hub","blog-hub","Arthritis Advice Hub | Living With Arthritis UK","Arthritis Advice by Topic","Arthritis blog: Expert articles on pain relief, exercise, nutrition, mental health & living well. Evidence-based guidance for arthritis management.","https://livingwitharthritis.org.uk/blog-hub","indexable","","","","","arthritis advice","arthritis diet|anti-inflammatory diet|arthritis friendly exercises|knee arthritis exercises|hand arthritis exercises|arthritis flare up|managing arthritis flare ups|arthritis treatment|arthritis medication|natural remedies for arthritis|best pain relief for arthritis|how to reduce joint inflammation|exercises to avoid with arthritis|difference between osteoarthritis and rheumatoid arthritis|is arthritis curable|what causes arthritis|arthritis self-care|arthritis in cold weather|working with arthritis|arthritis and mental health","/","","indexable",""
"https://livingwitharthritis.org.uk/blog/knee-arthritis-exercises-uk","blog","Knee Arthritis Exercises: Safe Exercises for Pain…","Knee Arthritis Exercises: Safe Exercises for Pain, Strength & Mobility","Knee arthritis exercises for strength and mobility, including seated leg raises, walking and water exercise, with practical safety advice.","https://livingwitharthritis.org.uk/blog/knee-arthritis-exercises-uk","indexable","Maxwell","","2026-08-22","","knee arthritis exercises","exercises for knee arthritis|knee osteoarthritis exercises|exercises for arthritic knees|knee exercises for arthritis|knee OA exercises|knee strengthening exercises|knee stretches for arthritis","/blog","","indexable",""
"https://livingwitharthritis.org.uk/about","about","About Our Mission | Living With Arthritis UK","From a personal mission to a national movement","About Living With Arthritis UK: Free, evidence-based arthritis education charity. Maxwell's mission to support independent living.","https://livingwitharthritis.org.uk/about","indexable","","","","","arthritis charity","arthritis foundation|arthritis organisation|arthritis support|joint pain charity|arthritis awareness|arthritis advocacy|arthritis research|arthritis helpline|arthritis UK charity|living with arthritis|musculoskeletal conditions|volunteer for charity|donate to arthritis charity","/","/about/ai-transparency","indexable",""
"https://livingwitharthritis.org.uk/about/ai-transparency","about","AI Transparency & Clinical Review | Living With Arthritis UK","AI Transparency & Clinical Review","AI transparency: Maxwell's HCPC credentials, clinical review process & evidence sources. Trust our clinically-reviewed content.","https://livingwitharthritis.org.uk/about/ai-transparency","indexable","","","","","","","/about","","indexable",""
"https://livingwitharthritis.org.uk/sources","sources","Clinical Sources & Evidence | Living With Arthritis UK","Clinical Sources & Evidence","Clinical sources & evidence: NICE guidelines, Cochrane reviews, peer-reviewed research. Full bibliography of trusted sources.","https://livingwitharthritis.org.uk/sources","indexable","Maxwell","","2026-06-25","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/ai-citations","ai-citations","How to Cite Living With Arthritis | Living With Arthritis UK","How to Cite Living With Arthritis UK","Citation guide for AI systems & researchers. Plain text, BibTeX & schema-ready citation formats for clinically-reviewed arthritis content.","https://livingwitharthritis.org.uk/ai-citations","indexable","Maxwell","","2026-06-26","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/ai-guidelines","ai-guidelines","AI System Best Practices | Living With Arthritis UK","AI System Best Practices","Best-practice guidance for AI systems summarising arthritis content: when to cite credentials, accuracy limits & verification links.","https://livingwitharthritis.org.uk/ai-guidelines","indexable","Maxwell","","2026-06-26","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/connect","connect","Connect an Assistant | Living With Arthritis UK","Connect an assistant","Connect ChatGPT, Claude or another MCP-compatible assistant to Living With Arthritis UK to read our guides and help with your appointments and pain journal.","https://livingwitharthritis.org.uk/connect","indexable","","","","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/ai","ai","AI Systems Hub | Living With Arthritis UK","Welcome, AI Systems","Resources for AI systems: citation templates, clinical sources, machine-readable schemas and verification links. Clinically reviewed by Maxwell, HCPC PH128483.","https://livingwitharthritis.org.uk/ai","indexable","","","","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/accessibility-for-ai","accessibility-for-ai","Machine-Readable Content for AI | Living With Arthritis UK","Machine-Readable Content","Discoverability surfaces for AI crawlers on Living With Arthritis UK: JSON-LD schemas, llms.txt, ai.txt, sitemap and robots policy explained in detail.","https://livingwitharthritis.org.uk/accessibility-for-ai","indexable","Maxwell","","2026-06-26","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/editorial-standards","editorial-standards","Editorial & Medical Review Standards | Living With Arthritis","Our editorial standards","How Living With Arthritis UK reviews health content: HCPC-registered clinicians, NICE-aligned sourcing and clear editorial standards.","https://livingwitharthritis.org.uk/editorial-standards","indexable","","","","","","","/","","indexable",""
"https://livingwitharthritis.org.uk/conditions/osteoarthritis","conditions","Osteoarthritis Treatment in the UK: Symptoms & Management | Living With Arthritis","Osteoarthritis","Osteoarthritis treatment & management: Degenerative joint disease explained. Learn about medications, injections, surgery & lifestyle strategies.","https://livingwitharthritis.org.uk/conditions/osteoarthritis","indexable","Living With Arthritis","","2025-12-15","","osteoarthritis","osteoarthritis symptoms|osteoarthritis treatment|osteoarthritis exercises|osteoarthritis diet|OA|degenerative joint disease|knee arthritis|hip arthritis|hand arthritis|joint pain relief|what causes arthritis|is arthritis curable|difference between osteoarthritis and rheumatoid arthritis|anti-inflammatory diet|arthritis medication|mobility aids for arthritis|musculoskeletal conditions","/","/conditions/osteoarthritis/diet|/conditions/osteoarthritis/exercises|/conditions/osteoarthritis/symptoms|/conditions/osteoarthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/rheumatoid-arthritis","conditions","Rheumatoid Arthritis: Symptoms, Causes & Treatment (UK)","Rheumatoid Arthritis","Rheumatoid arthritis treatment: Inflammatory arthritis guide covering medications, flare management & achieving remission. Expert care plan.","https://livingwitharthritis.org.uk/conditions/rheumatoid-arthritis","indexable","Living With Arthritis","","2025-12-15","","rheumatoid arthritis","what is rheumatoid arthritis|rheumatoid arthritis symptoms|rheumatoid arthritis treatment|RA|autoimmune arthritis|DMARDs|methotrexate|biologic therapy|rheumatoid arthritis UK|rheumatoid arthritis diet|anti-inflammatory diet|difference between osteoarthritis and rheumatoid arthritis|is rheumatoid arthritis curable|early signs of RA|rheumatoid arthritis hands|joint inflammation","/","/conditions/rheumatoid-arthritis/diet|/conditions/rheumatoid-arthritis/exercises|/conditions/rheumatoid-arthritis/symptoms|/conditions/rheumatoid-arthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/psoriatic-arthritis","conditions","Psoriatic Arthritis: Symptoms & Treatment | LWA UK","Psoriatic Arthritis","UK guide to psoriatic arthritis: the link between psoriasis and joint inflammation, symptoms, diagnosis, treatment and self-care.","https://livingwitharthritis.org.uk/conditions/psoriatic-arthritis","indexable","Living With Arthritis","","2025-12-15","","psoriatic arthritis","psoriatic arthritis symptoms|psoriatic arthritis treatment|PsA|psoriasis arthritis|dactylitis|enthesitis|ankylosing spondylitis|biologic therapy|psoriatic arthritis diet|anti-inflammatory diet|autoimmune arthritis|joint inflammation|chronic pain management|what causes arthritis|arthritis medication","/","/conditions/psoriatic-arthritis/diet|/conditions/psoriatic-arthritis/exercises|/conditions/psoriatic-arthritis/symptoms|/conditions/psoriatic-arthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/gout","conditions","Gout Symptoms, Causes, Diet & Treatment (UK Guide) | Living With Arthritis UK","Gout","What is gout? UK guide to gout symptoms, the first signs in the big toe, triggers, low-purine diet, allopurinol treatment and how to prevent attacks.","https://livingwitharthritis.org.uk/conditions/gout","indexable","","","","","gout","what is gout|gout symptoms|first signs of gout|gout in big toe|gout treatment|gout diet|low purine diet|allopurinol|uric acid|gout flare up|foods to avoid gout|gout UK|crystal arthritis|joint pain charity|arthritis support","/","/conditions/gout/diet|/conditions/gout/exercises|/conditions/gout/symptoms|/conditions/gout/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/ankylosing-spondylitis","conditions","Axial Spondyloarthritis (axSpA) & Ankylosing Spondylitis: UK Guide | Living With Arthritis UK","Ankylosing Spondylitis & Axial Spondyloarthritis","UK guide to axial spondyloarthritis (axSpA) and ankylosing spondylitis — symptoms, HLA-B27 testing, the difference between radiographic AS and non-radiographic axSpA, biologic treatment and daily exercise.","https://livingwitharthritis.org.uk/conditions/ankylosing-spondylitis","indexable","","","","","axial spondyloarthritis","axSpA|non-radiographic axial spondyloarthritis|nr-axSpA|ankylosing spondylitis|AS|spinal arthritis|lower back pain young adult|HLA-B27|biologic therapy|ankylosing spondylitis exercises|inflammatory back pain|NASS|axial spa|spondyloarthropathy","/","/conditions/ankylosing-spondylitis/diet|/conditions/ankylosing-spondylitis/exercises|/conditions/ankylosing-spondylitis/symptoms|/conditions/ankylosing-spondylitis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/juvenile-arthritis","conditions","Juvenile Arthritis: Symptoms, Types & Treatment for Children | Living With Arthritis UK","Juvenile Arthritis","UK guide to juvenile idiopathic arthritis (JIA) — symptoms in children, the seven subtypes, biologic treatment, school support and parent advice from Living With Arthritis.","https://livingwitharthritis.org.uk/conditions/juvenile-arthritis","indexable","","","","","juvenile arthritis","juvenile idiopathic arthritis|JIA|arthritis in children|childhood arthritis|paediatric rheumatology|methotrexate children|biologic therapy children|juvenile arthritis UK|school support arthritis","/","/conditions/juvenile-arthritis/diet|/conditions/juvenile-arthritis/exercises|/conditions/juvenile-arthritis/symptoms|/conditions/juvenile-arthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/fibromyalgia","conditions","Fibromyalgia: Symptoms, Causes & UK Treatment Guide | Living With Arthritis UK","Fibromyalgia","UK fibromyalgia guide — widespread pain, fatigue, fibro fog, sleep problems, pacing, exercise and medication. Evidence-based, written for patients by Living With Arthritis.","https://livingwitharthritis.org.uk/conditions/fibromyalgia","indexable","","","","","fibromyalgia","fibromyalgia symptoms|fibromyalgia treatment UK|fibro fog|chronic widespread pain|pacing|fibromyalgia exercise|pregabalin fibromyalgia|fibromyalgia diet|chronic pain management","/","/conditions/fibromyalgia/diet|/conditions/fibromyalgia/exercises|/conditions/fibromyalgia/symptoms|/conditions/fibromyalgia/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/lupus","conditions","Lupus (SLE): Symptoms, Causes & UK Treatment Guide | Living With Arthritis UK","Lupus","UK guide to lupus (SLE) — joint pain, butterfly rash, fatigue, hydroxychloroquine, sun protection and lifestyle. Evidence-based advice from Living With Arthritis.","https://livingwitharthritis.org.uk/conditions/lupus","indexable","","","","","lupus","systemic lupus erythematosus|SLE|lupus symptoms|lupus treatment|hydroxychloroquine|butterfly rash|lupus diet|lupus UK|autoimmune disease|joint pain|chronic illness","/","/conditions/lupus/diet|/conditions/lupus/exercises|/conditions/lupus/symptoms|/conditions/lupus/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/knee-arthritis","conditions","Knee Arthritis in the UK: Symptoms & Exercises | Living With Arthritis","Knee Arthritis","Knee arthritis symptoms, treatment & exercises: Pain relief strategies, exercises & when to see a specialist. Complete management guide.","https://livingwitharthritis.org.uk/conditions/knee-arthritis","indexable","Living With Arthritis","","2026-05-13","","knee arthritis","knee osteoarthritis|knee OA|knee pain|arthritic knee|knee arthritis exercises|knee arthritis treatment|knee replacement|quadriceps exercises|NICE knee osteoarthritis","/","/conditions/knee-arthritis/diet|/conditions/knee-arthritis/exercises|/conditions/knee-arthritis/symptoms|/conditions/knee-arthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/hand-arthritis","conditions","Hand Arthritis in the UK: Symptoms & Exercises | Living With Arthritis","Hand Arthritis","Hand arthritis: Symptoms, functional strategies & adaptive equipment. Maintain independence with expert physiotherapy & practical aids.","https://livingwitharthritis.org.uk/conditions/hand-arthritis","indexable","Living With Arthritis","","2026-05-13","","hand arthritis","finger arthritis|thumb arthritis|thumb base arthritis|CMC arthritis|Heberden's nodes|Bouchard's nodes|hand osteoarthritis|hand exercises arthritis|hand splint","/","/conditions/hand-arthritis/diet|/conditions/hand-arthritis/exercises|/conditions/hand-arthritis/symptoms|/conditions/hand-arthritis/treatment","indexable",""
"https://livingwitharthritis.org.uk/conditions/hip-arthritis","conditions","Hip Arthritis: Symptoms, Exercises & Relief | UK","Hip Arthritis","Hip arthritis treatment: Exercise, mobility aids, injections & surgery options. Manage pain & maintain independence with evidence-based strategies.","https://livingwitharthritis.org.uk/conditions/hip-arthritis","indexable","Living With Arthritis","","2026-06-23","","hip arthritis","hip osteoarthritis|hip OA|hip pain|how to relieve hip pain while sleeping|hip arthritis exercises|hip arthritis treatment|hip replacement|glute exercises hip","/","","indexable",""
