vitamin-d-and-falls-arthritis-uk|Vitamin D, falls conversations and arthritis (UK)|Nutrition|arthritis with frailty|several joints|GP surgery|Scotland|linking bone, muscle and winter in one GP chat|vitd,falls,bone,oa
calcium-foods-arthritis-frailty-uk|Calcium-rich foods when arthritis and frailty share the plate (UK)|Nutrition|arthritis with frailty|several joints|home|Northern Ireland|bones and joints without turning lunch into a project|nutrition,bone,oa,home
oily-fish-arthritis-frailty-simple-meals-uk|Oily fish, arthritis and frailty: simple meals (UK)|Nutrition|arthritis with frailty|several joints|home|England|tinned fish when cooking energy is low|nutrition,oa,home,fatigue
soft-foods-jaw-arthritis-frailty-uk|Jaw arthritis, frailty and softer meals (UK)|Nutrition|jaw osteoarthritis|jaw|home|Wales|eating enough when chewing hurts|nutrition,oa,home,fatigue
shopping-online-arthritis-frailty-uk|Online food shops for frail adults with arthritis (UK)|Nutrition|arthritis with frailty|several joints|home|Scotland|getting food in without a supermarket marathon|nutrition,home,ot,oa
meal-delivery-arthritis-frailty-uk|Meal delivery services when arthritis and frailty shrink cooking (UK)|Nutrition|arthritis with frailty|hands|home|Northern Ireland|ready meals as a bridge, not a failure|nutrition,home,fatigue,oa
kettle-safety-arthritis-frailty-uk|Kettle safety with arthritis and frailty (UK)|Lifestyle|arthritis with frailty|hands and shoulders|home|England|burns, spills and the first drink of the day|home,ot,falls,oa
toilet-frame-arthritis-frailty-uk|Toilet frames and raised seats for arthritis and frailty (UK)|Lifestyle|arthritis with frailty|hips and knees|home|Wales|the transfer that decides whether you stay at home|ot,home,falls,oa
commode-night-arthritis-frailty-uk|Commodes at night for arthritis and frailty (UK)|Lifestyle|arthritis with frailty|hips and knees|home|Scotland|cutting the scariest walk of the night|continence,falls,sleep,home
bed-lever-arthritis-frailty-uk|Bed levers and arthritis: turning without hauling on a partner (UK)|Lifestyle|arthritis with frailty|hands and trunk|home|Northern Ireland|bed mobility kit|ot,sleep,home,oa
sofa-height-arthritis-frailty-uk|Sofa height, osteoarthritis and frailty (UK)|Lifestyle|osteoarthritis|hips and knees|home|England|furniture that does not trap you|ot,home,oa,strength
threshold-ramps-arthritis-frailty-uk|Threshold ramps for frail adults with arthritis (UK)|Lifestyle|arthritis with frailty|several joints|home|Wales|one step that stops you going outside|ot,home,falls,oa,aids
outdoor-steps-handrails-arthritis-uk|Outdoor steps and handrails when arthritis meets frailty (UK)|Lifestyle|arthritis with frailty|several joints|home|Scotland|the front path as a falls hotspot|falls,home,oa,winter
ice-snow-arthritis-frailty-uk|Ice, snow, arthritis and frailty (UK)|Lifestyle|arthritis with frailty|several joints|home|Northern Ireland|winter pavements when joints and confidence are both low|winter,falls,oa,aids
heat-packs-frail-arthritis-uk|Heat packs for frail adults with arthritis: safe use (UK)|Lifestyle|arthritis with frailty|several joints|home|England|warmth without burns on thinner skin|home,oa,treatment,skin
pacing-housework-arthritis-frailty-uk|Pacing housework when arthritis and frailty share the chores (UK)|Lifestyle|arthritis with frailty|several joints|home|Wales|one room, then a rest, then another|pacing,fatigue,home,oa
pacing-visitors-arthritis-frailty-uk|Pacing visitors and family days with arthritis and frailty (UK)|Mental Health|arthritis with frailty|several joints|home|Scotland|joy without a two-day crash|pacing,fatigue,mood,oa
activity-diary-arthritis-frailty-uk|A simple activity diary for arthritis and frailty (UK)|Lifestyle|arthritis with frailty|several joints|home|Northern Ireland|seeing the boom-and-bust pattern on paper|pacing,fatigue,oa,home
goal-setting-tiny-wins-arthritis-frailty-uk|Tiny goals for frail adults with arthritis (UK)|Mental Health|arthritis with frailty|several joints|home|England|one meaningful task a day, not a transformation|confidence,pacing,oa,mood
motivation-after-setback-arthritis-frailty-uk|Motivation after a setback: arthritis, frailty and starting again (UK)|Mental Health|arthritis with frailty|several joints|home|Wales|the Monday after a flare or a fall|confidence,flare,mood,oa
carers-how-to-help-without-taking-over-uk|How carers can help with arthritis and frailty without taking over (UK)|Lifestyle|arthritis with frailty|several joints|home|Scotland|help that still leaves practice in the day|carers,strength,ot,oa
carer-burnout-arthritis-frailty-uk|Carer burnout when arthritis and frailty fill the week (UK)|Mental Health|arthritis with frailty|several joints|home|Northern Ireland|the helper's body and mood matter too|carers,mood,socialcare,oa
family-meetings-arthritis-frailty-uk|Family meetings about arthritis, frailty and staying at home (UK)|Mental Health|arthritis with frailty|several joints|home|England|honest talk without a crisis only|carers,home,mood,oa
lasting-power-of-attorney-arthritis-frailty-uk|Lasting power of attorney conversations in arthritis and frailty (UK)|Lifestyle|arthritis with frailty|several joints|home|Wales|planning while you can still say what you want|cognition,socialcare,home,oa
advance-care-planning-arthritis-frailty-uk|Advance care planning if arthritis and frailty are both progressing (UK)|Health|arthritis with frailty|several joints|home|Scotland|wishes for hospital, pain and home|cga,hospital,mood,oa
dnacpr-conversations-arthritis-frailty-uk|DNACPR conversations: arthritis, frailty and being heard (UK)|Health|arthritis with frailty|several joints|hospital|Northern Ireland|forms that should never be a surprise|hospital,cga,mood,oa
end-of-life-joint-pain-frailty-uk|Joint pain, frailty and comfort-focused care (UK)|Health|arthritis with frailty|several joints|care home|England|comfort, positioning and dignity when cure is not the goal|carehome,treatment,oa,mood
spiritual-care-arthritis-frailty-uk|Spiritual care, arthritis and frailty (UK)|Mental Health|arthritis with frailty|several joints|home|Wales|meaning, chaplaincy and still belonging|mood,social,oa,carehome
bereavement-arthritis-frailty-living-alone-uk|Bereavement, living alone, arthritis and frailty (UK)|Mental Health|arthritis with frailty|several joints|home|Scotland|grief that also changes who helps you stand|mood,carers,home,oa
widowhood-meals-arthritis-frailty-uk|Cooking for one after loss when arthritis and frailty remain (UK)|Nutrition|arthritis with frailty|hands|home|Northern Ireland|meals when the person who cooked is gone|nutrition,mood,home,oa
living-alone-falls-plan-arthritis-uk|A falls plan if you live alone with arthritis (UK)|Health|arthritis with frailty|several joints|home|England|who you call, what you wear, what sits by the chair|falls,home,aids,oa
pendant-alarm-arthritis-swollen-fingers-uk|Pendant alarms when fingers are swollen from arthritis (UK)|Lifestyle|arthritis with frailty|hands|home|Wales|wearing an alarm you can actually press|aids,falls,ot,oa
smart-speakers-arthritis-frailty-uk|Smart speakers for frail adults with arthritis (UK)|Lifestyle|arthritis with frailty|hands|home|Scotland|voice control when buttons and taps hurt|ot,home,oa,aids
remote-gp-apps-arthritis-frailty-uk|Remote GP apps when arthritis and frailty limit travel (UK)|Health|arthritis with frailty|several joints|home|Northern Ireland|video and phone care without losing a proper review|nhs,home,oa,cga
repeat-prescriptions-arthritis-frailty-uk|Repeat prescriptions when leaving the house is the hard part (UK)|Lifestyle|arthritis with frailty|several joints|home|England|pharmacy delivery and nominating a chemist|polypharmacy,home,nhs,oa
blood-test-transport-arthritis-frailty-uk|Getting to blood tests when you are frail with arthritis (UK)|Health|arthritis with frailty|several joints|hospital|Wales|phlebotomy, parking and recovery afterwards|hospital,ra,transport,fatigue
eye-clinic-day-arthritis-frailty-uk|Eye clinic days with arthritis and frailty (UK)|Health|arthritis with frailty|several joints|hospital|Scotland|dilating drops, waiting and getting home|vision,hospital,falls,oa
rheumatology-clinic-frail-older-adult-uk|Rheumatology clinics for frail older adults (UK)|Treatment|rheumatoid arthritis|several joints|hospital|Northern Ireland|a clinic day that respects stamina|ra,hospital,pacing,treatment
geriatric-clinic-plus-arthritis-uk|Geriatric clinics that also take arthritis seriously (UK)|Health|arthritis with frailty|several joints|hospital|England|asking for joints to be on the problem list|cga,hospital,oa,polypharmacy
