hospital-appointments-frailty-arthritis-uk|Hospital appointments when frailty and arthritis make the day huge (UK)|Lifestyle|arthritis with frailty|several joints|hospital|Scotland|one-stop planning, porters and waiting-room chairs|hospital,pacing,oa,fatigue
flu-jab-arthritis-frailty-uk|Flu vaccination, arthritis and frailty (UK)|Health|arthritis with frailty|several joints|GP surgery|Northern Ireland|winter infection risk when you are already frail|winter,nhs,oa,ra
shingles-vaccine-arthritis-frailty-uk|Shingles vaccination if you have arthritis and frailty (UK)|Health|arthritis with frailty|several joints|GP surgery|England|asking about shingles protection in later life|nhs,oa,ra,treatment
covid-winter-arthritis-frailty-uk|Winter viruses, arthritis medicines and frailty (UK)|Health|arthritis with frailty|several joints|home|Wales|infection awareness if joints and medicines both matter|winter,ra,steroids,nhs
delirium-hospital-arthritis-frailty-uk|Delirium in hospital when you also have arthritis (UK)|Health|arthritis with frailty|several joints|hospital|Scotland|sudden confusion on top of joint pain|hospital,cga,oa,cognition
cognition-arthritis-frailty-remembering-tablets-uk|Cognition, arthritis and remembering tablets (UK)|Health|arthritis with frailty|several joints|home|Northern Ireland|memory, pain and medicine routines|cognition,polypharmacy,oa,home
uti-confusion-arthritis-frailty-uk|UTIs, confusion and frailty in people with arthritis (UK)|Health|arthritis with frailty|several joints|home|England|a urine infection that unmasks frailty|continence,cga,falls,oa
chest-infection-arthritis-frailty-uk|Chest infections, arthritis pain and frailty (UK)|Health|arthritis with frailty|several joints|home|Wales|coughing when the chest, back and energy all suffer|winter,nhs,oa,fatigue
heart-failure-arthritis-frailty-overlap-uk|Heart failure, arthritis and frailty: pacing two conditions (UK)|Health|arthritis with heart failure|several joints|home|Scotland|legs that swell, joints that ache, energy that runs out|cga,pacing,oa,polypharmacy
copd-arthritis-frailty-breathlessness-uk|COPD, arthritis and frailty: breathlessness plus sore joints (UK)|Health|arthritis with COPD|several joints|home|Northern Ireland|walking aids and pauses when lungs and joints both limit you|pacing,aids,oa,exercise
diabetes-arthritis-frailty-feet-uk|Diabetes, arthritis and frailty: feet at the centre (UK)|Health|arthritis with diabetes|feet|home|England|foot risk when you cannot inspect your own soles|footcare,falls,oa,nhs
ckd-nsaids-arthritis-frailty-uk|Kidney disease, NSAIDs and frail arthritis (UK)|Treatment|arthritis with kidney disease|several joints|GP surgery|Wales|why some pain tablets are off the table|polypharmacy,treatment,oa,cga
blood-pressure-tablets-falls-arthritis-uk|Blood pressure tablets, standing up and arthritic joints (UK)|Treatment|arthritis with frailty|hips and knees|home|Scotland|dizziness on standing when knees already slow the rise|falls,polypharmacy,oa,cga
sleeping-tablets-falls-arthritis-frailty-uk|Sleeping tablets, night falls and arthritis (UK)|Treatment|arthritis with frailty|several joints|home|Northern Ireland|why extra night sedation is a falls conversation|sleep,falls,polypharmacy,oa
anticholinergic-load-arthritis-frailty-uk|Anticholinergic load, arthritis medicines and frailty (UK)|Treatment|arthritis with frailty|several joints|GP surgery|England|dry mouth, constipation and unsteadiness from stacked medicines|polypharmacy,cga,treatment,oa
direct-payments-arthritis-frailty-uk|Direct Payments for care when arthritis and frailty overlap (UK)|Lifestyle|arthritis with frailty|several joints|home|Wales|choosing help at home, explained plainly|socialcare,home,carers,oa
respite-care-arthritis-frailty-carers-uk|Respite care for families living with arthritis and frailty (UK)|Lifestyle|arthritis with frailty|several joints|home|Scotland|a break for the carer without abandoning the joints plan|carers,socialcare,carehome,oa
