hand-oa-frailty-opening-packaging-uk|Hand osteoarthritis and frailty: opening packaging without giving up cooking (UK)|Nutrition|hand osteoarthritis|hands|home|Northern Ireland|adaptive kitchen kit when grip is poor|ot,nutrition,oa,home
spine-oa-frailty-gardening-pacing-uk|Spinal osteoarthritis and frailty: short spells in the garden (UK)|Lifestyle|spinal osteoarthritis|spine|home|England|garden pacing when the back and legs tire quickly|pacing,home,oa,exercise
shoulder-oa-frailty-high-cupboards-uk|Shoulder osteoarthritis and frailty: high cupboards and safer reaching (UK)|Lifestyle|shoulder osteoarthritis|shoulders|home|Wales|kitchen layout when overhead reach is limited|ot,home,oa
knee-oa-frailty-rising-from-low-sofa-uk|Knee osteoarthritis and frailty: rising from a low sofa (UK)|Exercise|knee osteoarthritis|knees|home|Scotland|furniture height and sit-to-stand practice|strength,home,oa,falls
late-onset-ra-frailty-first-months-uk|Late-onset rheumatoid arthritis and frailty: the first months (UK)|Health|late-onset rheumatoid arthritis|several joints|home|England|new RA in later life when energy and muscle are already low|ra,cga,treatment,fatigue
ra-frailty-older-adults-daily-rhythm-uk|Rheumatoid arthritis and frailty in older adults: a gentler daily rhythm (UK)|Lifestyle|rheumatoid arthritis|several joints|home|Wales|daily rhythm when RA stiffness meets frailty|ra,pacing,fatigue,home
ra-fatigue-frailty-energy-envelope-uk|RA fatigue and frailty: protecting your energy envelope (UK)|Mental Health|rheumatoid arthritis|several joints|home|Scotland|fatigue that looks like slowing down rather than laziness|ra,fatigue,pacing,mood
ra-steroids-frailty-infection-watch-uk|Steroids, rheumatoid arthritis and frailty: watching for infection (UK)|Treatment|rheumatoid arthritis|several joints|home|Northern Ireland|steroid cautions when someone is already frail|steroids,ra,polypharmacy,treatment
ra-monitoring-older-frail-adults-uk|Blood monitoring for RA in older frail adults (UK)|Treatment|rheumatoid arthritis|several joints|home|England|getting blood tests done when travel is exhausting|ra,treatment,hospital,polypharmacy
pmr-frailty-morning-stiffness-uk|Polymyalgia rheumatica and frailty: morning stiffness versus muscle loss (UK)|Health|polymyalgia rheumatica|shoulders and hips|home|Wales|telling PMR stiffness from deconditioning|pmr,steroids,strength,cga
pmr-steroid-taper-frailty-weakness-uk|PMR steroid tapering and frailty: rebuilding strength slowly (UK)|Exercise|polymyalgia rheumatica|shoulders and hips|home|Scotland|strength after a long steroid course|pmr,steroids,strength,bone
gout-older-people-frailty-hydration-uk|Gout in older people and frailty: hydration, feet and falls (UK)|Nutrition|gout|feet|home|Northern Ireland|gout flares that stop walking in later life|gout,hydration,falls,footcare
gout-winter-dehydration-frailty-uk|Winter gout, dehydration and frailty (UK)|Health|gout|feet|home|England|winter drinks, heating and gout risk in frail adults|gout,winter,hydration,falls
cppd-pseudogout-frailty-sudden-hot-joint-uk|CPPD (pseudogout) and frailty: a sudden hot joint in later life (UK)|Health|CPPD crystal arthritis|knees|hospital|Wales|acute hot joints when frailty is already in the picture|gout,hospital,cga,falls
psoriatic-arthritis-later-life-frailty-uk|Psoriatic arthritis in later life: joints, skin and frailty (UK)|Health|psoriatic arthritis|several joints|home|Scotland|psoriatic arthritis when stamina is dropping|ra,fatigue,skin,cga
inflammatory-arthritis-frailty-flare-week-uk|Inflammatory arthritis and frailty: surviving a flare week (UK)|Lifestyle|inflammatory arthritis|several joints|home|Northern Ireland|flare care that does not create a deconditioning spiral|ra,pacing,flare,strength
osteoporosis-arthritis-frailty-bone-joint-uk|Osteoporosis, arthritis and frailty: protecting bone and joint together (UK)|Health|osteoarthritis with osteoporosis|spine and hips|home|England|bone fragility plus sore joints|bone,falls,home,oa
spinal-stenosis-oa-frailty-walking-stops-uk|Spinal stenosis, osteoarthritis and frailty: walking with planned stops (UK)|Exercise|spinal stenosis with osteoarthritis|spine|home|Wales|short walking bouts when legs feel heavy|pacing,falls,oa,aids
post-knee-replacement-frailty-rehab-uk|After knee replacement: frailty-aware rehabilitation (UK)|Treatment|knee osteoarthritis after replacement|knees|home|Scotland|rehab when frailty was already present before surgery|hospital,strength,oa,reablement
post-hip-replacement-frailty-home-uk|After hip replacement: coming home frail (UK)|Treatment|hip osteoarthritis after replacement|hips|home|Northern Ireland|the first weeks at home after hip surgery when stamina is low|hospital,home,oa,reablement
generalised-oa-frailty-whole-body-day-uk|Generalised osteoarthritis and frailty: planning a whole-body day (UK)|Lifestyle|generalised osteoarthritis|several joints|home|England|a day plan when many joints speak at once|pacing,fatigue,oa,home
wrist-hand-oa-frailty-self-care-uk|Wrist and hand osteoarthritis and frailty: washing, teeth and hair (UK)|Lifestyle|hand and wrist osteoarthritis|hands|home|Wales|personal care when hands are weak and sore|ot,home,oa
knee-oa-frailty-outdoor-pavements-uk|Knee osteoarthritis and frailty: pavements, kerbs and outdoor confidence (UK)|Exercise|knee osteoarthritis|knees|home|Scotland|outdoor walking when pavements feel threatening|falls,aids,oa,confidence
hip-oa-frailty-bed-mobility-uk|Hip osteoarthritis and frailty: turning in bed and getting up (UK)|Lifestyle|hip osteoarthritis|hips|home|Northern Ireland|bed mobility when hips are stiff at night|sleep,ot,oa,home
rockwood-clinical-frailty-scale-arthritis-uk|What the Rockwood Clinical Frailty Scale means if you also have arthritis (UK)|Health|arthritis with frailty|several joints|hospital|England|hospital frailty scoring when joints already slow you down|cga,hospital,oa,ra
fried-frailty-phenotype-painful-joints-uk|The Fried frailty phenotype when joints are painful (UK)|Health|arthritis with frailty|several joints|home|Wales|slowness, weakness and exhaustion that pain can mimic|cga,fatigue,strength,oa
prefrailty-osteoarthritis-early-action-uk|Prefrailty and osteoarthritis: early action before a crisis (UK)|Health|osteoarthritis|several joints|home|Scotland|catching prefrailty while osteoarthritis is still manageable|cga,strength,oa,nutrition
flare-versus-frailty-arthritis-uk|Flare versus frailty: telling a bad joint week from a slower body (UK)|Health|arthritis with frailty|several joints|home|Northern Ireland|why a flare can look like sudden frailty|flare,cga,pacing,oa
deconditioning-after-arthritis-flare-uk|Deconditioning after an arthritis flare: getting moving again (UK)|Exercise|arthritis with frailty|several joints|home|England|restarting movement after days on the sofa|strength,flare,pacing,oa
hospital-deconditioning-arthritis-stay-uk|Hospital deconditioning when you live with arthritis (UK)|Health|arthritis with frailty|several joints|hospital|Wales|how a hospital stay can shrink muscle and confidence|hospital,strength,reablement,cga
multimorbidity-arthritis-frailty-whole-picture-uk|Multimorbidity, arthritis and frailty: looking at the whole picture (UK)|Health|arthritis with frailty|several joints|GP surgery|Scotland|several long-term conditions plus sore joints|cga,polypharmacy,oa,ra
comprehensive-geriatric-assessment-arthritis-uk|Comprehensive geriatric assessment in plain English if you have arthritis (UK)|Health|arthritis with frailty|several joints|hospital|Northern Ireland|what a full older-person check actually covers|cga,hospital,ot,polypharmacy
nhs-frailty-pathway-arthritis-england|The NHS frailty pathway and arthritis in England|Health|arthritis with frailty|several joints|GP surgery|England|how community frailty teams may sit alongside rheumatology|cga,nhs,oa,ra
frailty-services-arthritis-scotland-uk|Frailty services and arthritis in Scotland (UK)|Health|arthritis with frailty|several joints|GP surgery|Scotland|NHS Inform, GP and community rehab north of the border|cga,nhs,oa,reablement
